Source,Target,Weight,W,sign
2744,0,0.04094733835618954,-0.04094733835618954,0
2744,1,0.016608250723123306,-0.016608250723123306,0
2744,2,0.49707941209616513,-0.49707941209616513,0
2744,3,0.12411968991476005,0.12411968991476005,1
2744,4,0.3474863908828796,0.3474863908828796,1
2744,5,0.05710739107793193,-0.05710739107793193,0
2744,6,0.22987978245932222,-0.22987978245932222,0
2744,7,0.14926822261548883,-0.14926822261548883,0
2744,8,0.39280876315766255,0.39280876315766255,1
2744,9,0.1621731481816503,-0.1621731481816503,0
2744,10,0.7579405727016809,-0.7579405727016809,0
2744,11,0.06743120592054849,-0.06743120592054849,0
2744,12,0.2624869183421584,-0.2624869183421584,0
2744,13,0.3281528833887405,0.3281528833887405,1
2744,14,0.4454735123572644,-0.4454735123572644,0
2744,15,0.04484428083151,-0.04484428083151,0
2744,16,0.15821605450354426,0.15821605450354426,1
2744,17,0.4418193442897099,-0.4418193442897099,0
2744,18,0.22406609801448535,-0.22406609801448535,0
2744,19,0.43385824855102273,0.43385824855102273,1
2744,20,0.014257771665047322,0.014257771665047322,1
2744,21,0.037539863188184155,0.037539863188184155,1
2744,22,0.38957642477825083,-0.38957642477825083,0
2744,23,0.26073461910824663,-0.26073461910824663,0
2744,24,0.33515425321793924,-0.33515425321793924,0
2744,25,0.2424396107829144,-0.2424396107829144,0
2744,26,0.18042244774011748,-0.18042244774011748,0
2744,27,0.1882906334432516,0.1882906334432516,1
2744,28,0.3258331918466054,0.3258331918466054,1
2744,29,0.06467621415208788,-0.06467621415208788,0
2744,30,0.030412648400865494,0.030412648400865494,1
2744,31,0.3823778280558272,0.3823778280558272,1
2744,32,0.661474910608657,-0.661474910608657,0
2744,33,0.24343602819502616,0.24343602819502616,1
2744,34,0.35324891174033224,-0.35324891174033224,0
2744,35,0.2830726969593923,0.2830726969593923,1
2744,36,0.049930022579010726,0.049930022579010726,1
2744,37,0.2490622551698502,-0.2490622551698502,0
2744,38,0.317254511955478,0.317254511955478,1
2744,39,0.04722620290186636,-0.04722620290186636,0
2744,40,0.1671515861798793,-0.1671515861798793,0
2744,41,0.000958520345169446,0.000958520345169446,1
2744,42,0.31886597253893467,0.31886597253893467,1
2744,43,0.6260941561625878,0.6260941561625878,1
2744,44,0.18178575286501503,-0.18178575286501503,0
2744,45,0.1961371019672476,0.1961371019672476,1
2744,46,0.5233993130025771,-0.5233993130025771,0
2744,47,0.3656407679615906,0.3656407679615906,1
2744,48,0.13609405774942349,-0.13609405774942349,0
2744,49,0.36095483869421957,-0.36095483869421957,0
2744,50,0.21226331710511395,-0.21226331710511395,0
2744,51,0.0007892122426627811,-0.0007892122426627811,0
2744,52,0.18818616330378907,0.18818616330378907,1
2744,53,0.19085574433962532,-0.19085574433962532,0
2744,54,0.05198076380655705,0.05198076380655705,1
2744,55,0.11300821598630124,-0.11300821598630124,0
2744,56,0.028498417472954653,0.028498417472954653,1
2744,57,0.1594827869910601,-0.1594827869910601,0
2744,58,0.18218216927300748,0.18218216927300748,1
2744,59,0.08294769329166247,0.08294769329166247,1
2744,60,0.1277403981235959,-0.1277403981235959,0
2744,61,0.08313183482320233,0.08313183482320233,1
2744,62,0.1788250006870554,-0.1788250006870554,0
2744,63,0.34406557951816097,-0.34406557951816097,0
2744,64,0.12856483029500826,0.12856483029500826,1
2744,65,0.11878785091935484,0.11878785091935484,1
2744,66,0.23054890835711905,-0.23054890835711905,0
2744,67,0.34405043545739883,0.34405043545739883,1
2744,68,0.22055191897979065,-0.22055191897979065,0
2744,69,0.4061894475233852,-0.4061894475233852,0
2744,70,0.08617945893050993,-0.08617945893050993,0
2744,71,0.32100432187783445,-0.32100432187783445,0
2744,72,0.09041177364098837,0.09041177364098837,1
2744,73,0.029866131138559286,0.029866131138559286,1
2744,74,0.1650544285767429,-0.1650544285767429,0
2744,75,0.18959733842879747,-0.18959733842879747,0
2744,76,0.4459771718042541,-0.4459771718042541,0
2744,77,0.02735898866659624,-0.02735898866659624,0
2744,78,0.4622036452892617,-0.4622036452892617,0
2744,79,0.5515626994293713,-0.5515626994293713,0
2744,80,0.3381490670281426,0.3381490670281426,1
2744,81,0.49638935686261637,-0.49638935686261637,0
2744,82,0.00792243713774123,-0.00792243713774123,0
2744,83,0.10792415025675531,0.10792415025675531,1
2744,84,0.06201465786365886,0.06201465786365886,1
2744,85,0.013224515995429847,0.013224515995429847,1
2744,86,0.1951863068153778,0.1951863068153778,1
2744,87,0.263713993190761,-0.263713993190761,0
2744,88,0.023419644053974894,-0.023419644053974894,0
2744,89,0.006974628291502298,0.006974628291502298,1
2744,90,0.19055177818639646,-0.19055177818639646,0
2744,91,0.029652280369319366,-0.029652280369319366,0
2744,92,0.08559749403023752,0.08559749403023752,1
2744,93,0.26466221592122174,-0.26466221592122174,0
2744,94,0.15239031978397258,-0.15239031978397258,0
2744,95,0.04484022255047691,0.04484022255047691,1
2744,96,0.08544956883275259,0.08544956883275259,1
2744,97,0.07138047893605427,0.07138047893605427,1
2744,98,0.15177265926626676,0.15177265926626676,1
