Source,Target,Weight,W,sign
2599,0,0.11252054323500613,-0.11252054323500613,0
2599,1,0.7317231282764117,-0.7317231282764117,0
2599,2,0.4003149003408522,-0.4003149003408522,0
2599,3,0.5808868740525707,-0.5808868740525707,0
2599,4,0.13626102725662625,0.13626102725662625,1
2599,5,0.9143601438337849,0.9143601438337849,1
2599,6,1.064622878213826,1.064622878213826,1
2599,7,0.18607418923626737,0.18607418923626737,1
2599,8,0.7118228578111007,-0.7118228578111007,0
2599,9,0.5145988467302318,0.5145988467302318,1
2599,10,0.8302608517755561,-0.8302608517755561,0
2599,11,0.5901494814089108,0.5901494814089108,1
2599,12,0.669425647278785,0.669425647278785,1
2599,13,0.7134335622682355,0.7134335622682355,1
2599,14,0.38724949489016736,0.38724949489016736,1
2599,15,0.2781439162045047,-0.2781439162045047,0
2599,16,0.3499507405308472,0.3499507405308472,1
2599,17,0.2941268531819971,-0.2941268531819971,0
2599,18,0.6452831693442577,-0.6452831693442577,0
2599,19,0.7912393844402985,-0.7912393844402985,0
2599,20,0.5803378972142236,-0.5803378972142236,0
2599,21,0.3280575848646626,-0.3280575848646626,0
2599,22,0.05280335986622716,-0.05280335986622716,0
2599,23,0.33468793692760507,-0.33468793692760507,0
2599,24,0.48939463059931276,-0.48939463059931276,0
2599,25,0.6560734620917131,-0.6560734620917131,0
2599,26,0.18085078881627867,0.18085078881627867,1
2599,27,0.574497064984326,0.574497064984326,1
2599,28,1.3030396341974362,-1.3030396341974362,0
2599,29,0.16618871935543578,0.16618871935543578,1
2599,30,0.7205273795372018,0.7205273795372018,1
2599,31,0.299781267943137,-0.299781267943137,0
2599,32,0.42571602631275124,0.42571602631275124,1
2599,33,0.8268469328239764,0.8268469328239764,1
2599,34,0.3327933223079038,0.3327933223079038,1
2599,35,0.4421979745026444,-0.4421979745026444,0
2599,36,0.27839087835357373,0.27839087835357373,1
2599,37,0.16589784020332296,0.16589784020332296,1
2599,38,0.030986035975198965,0.030986035975198965,1
2599,39,0.08126154919558336,0.08126154919558336,1
2599,40,0.18692323119825088,-0.18692323119825088,0
2599,41,0.09573936247986745,0.09573936247986745,1
2599,42,0.547989840879086,0.547989840879086,1
2599,43,0.5748631802336518,0.5748631802336518,1
2599,44,0.08826844408029502,0.08826844408029502,1
2599,45,0.5009554279697285,0.5009554279697285,1
2599,46,0.7630526944473842,-0.7630526944473842,0
2599,47,0.2239958290268301,0.2239958290268301,1
2599,48,0.6457697012240426,0.6457697012240426,1
2599,49,0.2704677403597207,0.2704677403597207,1
2599,50,0.06848795700391214,0.06848795700391214,1
2599,51,1.5439491086898351,1.5439491086898351,1
2599,52,0.10887897560535595,0.10887897560535595,1
2599,53,0.42616479991362244,-0.42616479991362244,0
2599,54,0.19466062484953434,0.19466062484953434,1
2599,55,0.4050241639968665,0.4050241639968665,1
2599,56,0.16473404283835139,-0.16473404283835139,0
2599,57,0.21739936477015043,0.21739936477015043,1
2599,58,0.38944244725863175,-0.38944244725863175,0
2599,59,0.08344866610314816,-0.08344866610314816,0
2599,60,0.25600421836450876,0.25600421836450876,1
2599,61,0.11014981048990309,-0.11014981048990309,0
2599,62,0.26362057931006877,-0.26362057931006877,0
2599,63,0.8222338258592792,-0.8222338258592792,0
2599,64,0.6421020598650868,0.6421020598650868,1
2599,65,0.07268453990970254,0.07268453990970254,1
2599,66,0.15770759761467062,-0.15770759761467062,0
2599,67,0.4336007266297609,0.4336007266297609,1
2599,68,0.14856514982587657,-0.14856514982587657,0
2599,69,0.5909159382547408,-0.5909159382547408,0
2599,70,0.3524585859905229,0.3524585859905229,1
2599,71,0.15021923681827867,-0.15021923681827867,0
2599,72,0.24035103910183603,0.24035103910183603,1
2599,73,0.4537453693893768,0.4537453693893768,1
2599,74,0.005172031860464962,0.005172031860464962,1
2599,75,0.1862652439537496,-0.1862652439537496,0
2599,76,0.1904123427068082,-0.1904123427068082,0
2599,77,0.2373648888055233,0.2373648888055233,1
2599,78,0.02751447971623433,-0.02751447971623433,0
2599,79,0.7742698915480465,-0.7742698915480465,0
2599,80,1.4019589810200972,1.4019589810200972,1
2599,81,0.3501947339492599,0.3501947339492599,1
2599,82,0.34044621676594755,0.34044621676594755,1
2599,83,0.4770037140520655,0.4770037140520655,1
2599,84,0.1534315982948714,-0.1534315982948714,0
2599,85,0.5216496138539358,-0.5216496138539358,0
2599,86,0.049796425201763465,-0.049796425201763465,0
2599,87,0.1024623496599228,-0.1024623496599228,0
2599,88,0.5472892467211253,0.5472892467211253,1
2599,89,0.06664897682656598,0.06664897682656598,1
2599,90,0.9921391865728815,0.9921391865728815,1
2599,91,0.4715296678494165,0.4715296678494165,1
2599,92,0.21331591857553658,0.21331591857553658,1
2599,93,0.028820738154390846,-0.028820738154390846,0
2599,94,0.20511698095995246,-0.20511698095995246,0
2599,95,0.05003257593593683,0.05003257593593683,1
2599,96,0.041413189508049,-0.041413189508049,0
2599,97,0.10602711709173773,0.10602711709173773,1
2599,98,0.0511753223578844,-0.0511753223578844,0
